,D,G_pv,G_w,P_spot,P_pv_use,P_w_use,P_ch,P_dis,E,P_grid_imp,P_grid_exp,price,load,gen_ren
2022-09-01T01:00:00.000,0.354,0,0,0.30999,0,0,0,0.354,1453.3667,0,0,0.30999,0.354,0
2022-09-01T02:00:00.000,0.347,0,0,0.30993,0,0,0,0.347,1453.0015,0,0,0.30993,0.347,0
2022-09-01T03:00:00.000,0.2,0.017,0,0.30991,0,0,0,6.4217083,1446.2418,0,6.2217083,0.30991,0.2,0.017
2022-09-01T04:00:00.000,0.003,2.314,0,0.17693,118.70339,0,0,609.48051,804.68335,0,728.1809,0.17693,0.003,2.314
2022-09-01T05:00:00.000,0.053,3.796,0,0.30997,389.27086,0,0,610.78214,161.75478,0,1000,0.30997,0.053,3.796
2022-09-01T06:00:00.000,0.003,5.978,0,0.5327999999999999,1093.9242,0,93.921208,0,250.97993,0,1000,0.5327999999999999,0.003,5.978
2022-09-01T07:00:00.000,0,8.804,0,0.6467,1031.3368,0,1190.7761,1159.4394,161.75478,0,1000,0.6467,0,8.804
2022-09-01T08:00:00.000,0,10.616,0,0.6714600000000001,1942.6369,0,942.63691,0,1057.2599,0,1000,0.6714600000000001,0,10.616
2022-09-01T09:00:00.000,0,7.519,0,0.67134,672.49533,0,1079.3296,1406.8343,601.74478,0,1000,0.67134,0,7.519
2022-09-01T10:00:00.000,0,7.288,0,0.6186,1333.6415,0,333.64147,0,918.70418,0,1000,0.6186,0,7.288
2022-09-01T11:00:00.000,0,8.475,0,0.58713,1550.8523,0,550.85228,0,1442.0138,0,1000,0.58713,0,8.475
2022-09-01T12:00:00.000,0,5.544,0,0.60914,1014.5044,0,14.504431,0,1455.7931,0,1000,0.60914,0,5.544
2022-09-01T13:00:00.000,0,4.468,0,0.60356,817.60566,0,0,0,1455.7931,0,817.60566,0.60356,0,4.468
2022-09-01T14:00:00.000,0,2.446,0,0.60553,124.88387,0,0,645.42628,776.39697,0,770.31015,0.60553,0,2.446
2022-09-01T15:00:00.000,0.193,1.463,0,0.6091599999999999,0,0,0,535.62589,212.58024,0,535.43289,0.6091599999999999,0.193,1.463
2022-09-01T16:00:00.000,0.902,0.106,0,0.62737,0,0,0,39.696181,170.79478,0,38.794181,0.62737,0.902,0.106
2022-09-01T17:00:00.000,1.013,0,0,0.62105,0,0,0,1.013,169.72847,0,0,0.62105,1.013,0
2022-09-01T18:00:00.000,0.519,0,0,0.6612100000000001,0,0,0,0.519,169.18215,0,0,0.6612100000000001,0.519,0
2022-09-01T19:00:00.000,2.046,0,0,0.69286,0,0,0,2.046,167.02847,0,0,0.69286,2.046,0
2022-09-01T20:00:00.000,1.439,0,0,0.73623,0,0,0,1.439,165.51373,0,0,0.73623,1.439,0
2022-09-01T21:00:00.000,1.729,0,0,0.71129,0,0,0,1.729,163.69373,0,0,0.71129,1.729,0
2022-09-01T22:00:00.000,0.394,0,0,0.6441699999999999,0,0,0,0.394,163.27899,0,0,0.6441699999999999,0.394,0
2022-09-01T23:00:00.000,0.371,0,0,0.57532,0,0,0,0.371,162.88847,0,0,0.57532,0.371,0
2022-09-02T00:00:00.000,0.354,0,0,0.50168,0,0,0,0.354,162.51584,0,0,0.50168,0.354,0
2022-09-02T01:00:00.000,0.36,0,0,0.45605,0,0,0,0.36,162.13689,0,0,0.45605,0.36,0
2022-09-02T02:00:00.000,0.363,0,0,0.40869,0,0,0,0.363,161.75478,0,0,0.40869,0.363,0
2022-09-02T03:00:00.000,0.208,0.016,0,0.38586000000000004,3.0318627,0,0,0,161.75478,0,2.8238627,0.38586000000000004,0.208,0.016
2022-09-02T04:00:00.000,0.008,2.413,0,0.35397,441.5623,0,0,0,161.75478,0,441.5543,0.35397,0.008,2.413
2022-09-02T05:00:00.000,0,4.737,0,0.39173,866.83036,0,0,2.2032068e-14,161.75478,0,866.83036,0.39173,0,4.737
2022-09-02T06:00:00.000,0,8.387,0,0.44542000000000004,1095.0124,0,974.48572,879.47336,161.75478,0,1000,0.44542000000000004,0,8.387
2022-09-02T07:00:00.000,0,10.051,0,0.53214,1149.1145,0,1529.3791,1380.2646,161.75478,0,1000,0.53214,0,10.051
2022-09-02T08:00:00.000,0,9.92,0,0.5661,1144.8552,0,1485.6946,1340.8393,161.75478,0,1000,0.5661,0,9.92
2022-09-02T09:00:00.000,0.002,12.087,0,0.58263,1215.3133,0,2208.3213,1993.0099,161.75478,0,1000,0.58263,0.002,12.087
2022-09-02T10:00:00.000,0.007,11.14,0,0.52989,1479.6518,0,1597.3971,1117.7523,502.70063,0,1000,0.52989,0.007,11.14
2022-09-02T11:00:00.000,0,10.76,0,0.49753,1968.9877,0,968.98768,0,1423.2389,0,1000,0.49753,0,10.76
2022-09-02T12:00:00.000,0,5.652,0,0.47764,1034.2675,0,34.267505,0,1455.7931,0,1000,0.47764,0,5.652
2022-09-02T13:00:00.000,0,3.705,0,0.41058999999999996,392.67575,0,0,570.61492,855.14577,0,963.29067,0.41058999999999996,0,3.705
2022-09-02T14:00:00.000,0,1.669,0,0.41504,0,0,0,610.82536,212.17171,0,610.82536,0.41504,0,1.669
2022-09-02T15:00:00.000,0.005,0.928,0,0.39967,169.81854,0,0,0,212.17171,0,169.81354,0.39967,0.005,0.928
2022-09-02T16:00:00.000,0.107,0.112,0,0.44581,0,0,0,41.097078,168.91163,0,40.990078,0.44581,0.107,0.112
2022-09-02T17:00:00.000,0.789,0,0,0.46394,0,0,0,0.789,168.0811,0,0,0.46394,0.789,0
2022-09-02T18:00:00.000,1.144,0,0,0.52758,0,0,0,1.144,166.87689,0,0,0.52758,1.144,0
2022-09-02T19:00:00.000,1.388,0,0,0.55292,0,0,0,1.388,165.41584,0,0,0.55292,1.388,0
2022-09-02T20:00:00.000,0.845,0,0,0.60272,0,0,0,0.845,164.52636,0,0,0.60272,0.845,0
2022-09-02T21:00:00.000,0.623,0,0,0.55892,0,0,0,0.623,163.87057,0,0,0.55892,0.623,0
2022-09-02T22:00:00.000,0.942,0,0,0.40006,0,0,0,0.942,162.87899,0,0,0.40006,0.942,0
2022-09-02T23:00:00.000,0.364,0,0,0.3502,0,0,0,0.364,162.49584,0,0,0.3502,0.364,0
2022-09-03T00:00:00.000,0.354,0,0,0.18928999999999999,0,0,0,0,162.49584,0.354,0,0.18928999999999999,0.354,0
2022-09-03T01:00:00.000,0.352,0,0,0.26882999999999996,0,0,0,0.352,162.12531,0,0,0.26882999999999996,0.352,0
2022-09-03T02:00:00.000,0.352,0,0,0.21897999999999998,0,0,0,0.352,161.75478,0,0,0.21897999999999998,0.352,0
2022-09-03T03:00:00.000,0.207,0.016,0,0.25,3.0313627,0,0,0,161.75478,0,2.8243627,0.25,0.207,0.016
2022-09-03T04:00:00.000,0.002,2.095,0,0.25003,383.36802,0,0,0,161.75478,0,383.36602,0.25003,0.002,2.095
2022-09-03T05:00:00.000,0,4.223,0,0.24333000000000002,772.77277,0,0,0,161.75478,0,772.77277,0.24333000000000002,0,4.223
2022-09-03T06:00:00.000,0,8.346,0,0.29167000000000004,1093.6793,0,960.81347,867.13415,161.75478,0,1000,0.29167000000000004,0,8.346
2022-09-03T07:00:00.000,0,7.42,0,0.275,1063.572,0,652.02066,588.44864,161.75478,0,1000,0.275,0,7.42
2022-09-03T08:00:00.000,0,10.789,0,0.37007999999999996,1173.1093,0,1775.4796,1602.3703,161.75478,0,1000,0.37007999999999996,0,10.789
2022-09-03T09:00:00.000,0,9.518,0,0.40057,1131.9717,0,1351.453,1219.4813,161.97061,0,1000,0.40057,0,9.518
2022-09-03T10:00:00.000,0,11.065,0,0.36957999999999996,2024.8001,0,1024.8001,0,1135.5307,0,1000,0.36957999999999996,0,11.065
2022-09-03T11:00:00.000,0,7.307,0,0.20177,1337.1183,0,337.1183,0,1455.7931,0,1000,0.20177,0,7.307
2022-09-03T12:00:00.000,0,5.174,0,0.12828,893.59521,0,0,106.40479,1343.788,0,1000,0.12828,0,5.174
2022-09-03T13:00:00.000,0,3.674,0,0.11048999999999999,624.3492,0,0,95.922546,1242.8169,0,720.27175,0.11048999999999999,0,3.674
2022-09-03T14:00:00.000,0,3.078,0,0.11317,126.49518,0,0,873.50482,323.33816,0,1000,0.11317,0,3.078
2022-09-03T15:00:00.000,0.42,0.377,0,0.11254,0,0,0,138.39553,177.65865,0,137.97553,0.11254,0.42,0.377
2022-09-03T16:00:00.000,0.708,0.019,0,0.16194999999999998,0,0,0,7.661674,169.59373,0,6.953674,0.16194999999999998,0.708,0.019
2022-09-03T17:00:00.000,1.369,0,0,0.24001,0,0,0,1.369,168.15268,0,0,0.24001,1.369,0
2022-09-03T18:00:00.000,1.323,0,0,0.29579,0,0,0,1.323,166.76005,0,0,0.29579,1.323,0
2022-09-03T19:00:00.000,0.792,0,0,0.45363,0,0,0,0.792,165.92636,0,0,0.45363,0.792,0
2022-09-03T20:00:00.000,1.271,0,0,0.53,0,0,0,1.271,164.58847,0,0,0.53,1.271,0
2022-09-03T21:00:00.000,0.684,0,0,0.5088199999999999,0,0,0,0.684,163.86847,0,0,0.5088199999999999,0.684,0
2022-09-03T22:00:00.000,0.59,0,0,0.40466,0,0,0,0.59,163.24742,0,0,0.40466,0.59,0
2022-09-03T23:00:00.000,0.365,0,0,0.37435,0,0,0,0.365,162.86321,0,0,0.37435,0.365,0
2022-09-04T00:00:00.000,0.351,0,0,0.30804000000000004,0,0,0,0.351,162.49373,0,0,0.30804000000000004,0.351,0
2022-09-04T01:00:00.000,0.352,0,0,0.20801,0,0,0,0.352,162.12321,0,0,0.20801,0.352,0
2022-09-04T02:00:00.000,0.35,0,0,0.11527,0,0,0,0.35,161.75478,0,0,0.11527,0.35,0
2022-09-04T03:00:00.000,0.217,0.012,0,0.09007,2.304397,0,0,0,161.75478,0,2.087397,0.09007,0.217,0.012
2022-09-04T04:00:00.000,0.008,2.294,0,0.09004999999999999,419.78632,0,0,0,161.75478,0,419.77832,0.09004999999999999,0.008,2.294
2022-09-04T05:00:00.000,0,4.657,0,0.09007,852.19104,0,0,0,161.75478,0,852.19104,0.09007,0,4.657
2022-09-04T06:00:00.000,0,8.246,0,0.16763999999999998,1090.428,0,927.46651,837.03853,161.75478,0,1000,0.16763999999999998,0,8.246
2022-09-04T07:00:00.000,0,10.085,0,0.21106999999999998,1559.5721,0,1131.3648,571.79266,634.66433,0,1000,0.21106999999999998,0,10.085
2022-09-04T08:00:00.000,0.018,10.409,0,0.22638999999999998,751.41839,0,2058.097,2306.6966,161.75478,0,1000,0.22638999999999998,0.018,10.409
2022-09-04T09:00:00.000,0.017,9.476,0,0.20995,1732.6847,0,735.36873,2.7010673,857.51185,0,1000,0.20995,0.017,9.476
2022-09-04T10:00:00.000,0,5.827,0,0.17931,1066.291,0,66.291003,0,920.4883,0,1000,0.17931,0,5.827
2022-09-04T11:00:00.000,0,8.544,0,0.11484,1563.4787,0,563.47869,0,1455.7931,0,1000,0.11484,0,8.544
2022-09-04T12:00:00.000,0,4.949,0,0.09240999999999999,905.62454,0,0,1.9281476e-13,1455.7931,0,905.62454,0.09240999999999999,0,4.949
2022-09-04T13:00:00.000,0,3.015,0,0.09995,551.71913,0,0,0,1455.7931,0,551.71913,0.09995,0,3.015
2022-09-04T14:00:00.000,0.022,3.074,0,0.10001,511.62112,0,0,101.81102,1348.6236,0,613.41013,0.10001,0.022,3.074
2022-09-04T15:00:00.000,0.385,0.375,0,0.11037999999999999,0,0,0,137.62856,1203.7514,0,137.24356,0.11037999999999999,0.385,0.375
2022-09-04T16:00:00.000,0.666,0.008,0,0.11652,0,0,0,3.5938627,1199.9684,0,2.9278627,0.11652,0.666,0.008
2022-09-04T17:00:00.000,1.647,0,0,0.23225,0,0,0,1.647,1198.2347,0,0,0.23225,1.647,0
2022-09-04T18:00:00.000,2.088,0,0,0.375,0,0,0,2.088,1196.0368,0,0,0.375,2.088,0
2022-09-04T19:00:00.000,0.656,0,0,0.45547000000000004,0,0,0,0.656,1195.3463,0,0,0.45547000000000004,0.656,0
2022-09-04T20:00:00.000,0.481,0,0,0.50993,0,0,0,0.481,1194.84,0,0,0.50993,0.481,0
2022-09-04T21:00:00.000,0.526,0,0,0.50993,0,0,0,0.526,1194.2863,0,0,0.50993,0.526,0
2022-09-04T22:00:00.000,1.063,0,0,0.445,0,0,0,1.063,1193.1673,0,0,0.445,1.063,0
2022-09-04T23:00:00.000,0.36,0,0,0.40967000000000003,0,0,0,0.36,1192.7884,0,0,0.40967000000000003,0.36,0
2022-09-05T00:00:00.000,0.359,0,0,0.24071,0,0,0,0.359,1192.4105,0,0,0.24071,0.359,0
2022-09-05T01:00:00.000,0.358,0,0,0.18291,0,0,0,0.358,1192.0336,0,0,0.18291,0.358,0
2022-09-05T02:00:00.000,0.353,0,0,0.18299,0,0,0,0.353,1191.6621,0,0,0.18299,0.353,0
2022-09-05T03:00:00.000,0.219,0.01,0,0.19153,0,0,0,3.8788284,1187.5791,0,3.6598284,0.19153,0.219,0.01
2022-09-05T04:00:00.000,0.017,1.87,0,0.21,0,0,0,684.40491,467.15286,0,684.38791,0.21,0.017,1.87
2022-09-05T05:00:00.000,0,4.672,0,0.23933000000000001,709.87183,0,0,290.12817,161.75478,0,1000,0.23933000000000001,0,4.672
2022-09-05T06:00:00.000,0,8.31,0,0.36751999999999996,1092.5088,0,948.80856,856.29973,161.75478,0,1000,0.36751999999999996,0,8.31
2022-09-05T07:00:00.000,0,9.923,0,0.4599,1721.6324,0,910.01529,188.38287,827.97156,0,1000,0.4599,0,9.923
2022-09-05T08:00:00.000,0.007,6.997,0,0.5065,1280.3945,0,280.38746,0,1094.3396,0,1000,0.5065,0.007,6.997
2022-09-05T09:00:00.000,0.02,7.544,0,0.51993,1380.4973,0,380.47727,0,1455.7931,0,1000,0.51993,0.02,7.544
2022-09-05T10:00:00.000,0,4.415,0,0.47892,615.81424,0,0,384.18576,1051.387,0,1000,0.47892,0,4.415
2022-09-05T11:00:00.000,0.097,3.592,0,0.43166000000000004,314.61036,0,0,685.48664,329.8221,0,1000,0.43166000000000004,0.097,3.592
2022-09-05T12:00:00.000,0.042,5.158,0,0.38798,887.73949,0,0,112.30251,211.60893,0,1000,0.38798,0.042,5.158
2022-09-05T13:00:00.000,0,3.657,0,0.37964,648.2449,0,0,41.909442,167.49373,0,690.15434,0.37964,0,3.657
2022-09-05T14:00:00.000,0.31,2.088,0,0.34362,382.24108,0,0,0,167.49373,0,381.93108,0.34362,0.31,2.088
2022-09-05T15:00:00.000,0,0.781,0,0.29305000000000003,142.9163,0,0,0,167.49373,0,142.9163,0.29305000000000003,0,0.781
2022-09-05T16:00:00.000,0.342,0.019,0,0.37962,3.647837,0,0,0,167.49373,0,3.305837,0.37962,0.342,0.019
2022-09-05T17:00:00.000,1.557,0,0,0.39180000000000004,0,0,0,1.557,165.85478,0,0,0.39180000000000004,1.557,0
2022-09-05T18:00:00.000,0.967,0,0,0.48705000000000004,0,0,0,0.967,164.83689,0,0,0.48705000000000004,0.967,0
2022-09-05T19:00:00.000,0.777,0,0,0.5498999999999999,0,0,0,0.777,164.01899,0,0,0.5498999999999999,0.777,0
2022-09-05T20:00:00.000,1.065,0,0,0.58297,0,0,0,1.065,162.89794,0,0,0.58297,1.065,0
2022-09-05T21:00:00.000,0.369,0,0,0.50682,0,0,0,0.369,162.50952,0,0,0.50682,0.369,0
2022-09-05T22:00:00.000,0.358,0,0,0.41006,0,0,0,0.358,162.13268,0,0,0.41006,0.358,0
2022-09-05T23:00:00.000,0.359,0,0,0.26844,0,0,0,0.359,161.75478,0,0,0.26844,0.359,0
2022-09-06T00:00:00.000,0.348,0,0,0.14797,0,0,0,0,161.75478,0.348,0,0.14797,0.348,0
2022-09-06T01:00:00.000,0.348,0,0,0.055740000000000005,0,0,0,0,161.75478,0.348,0,0.055740000000000005,0.348,0
2022-09-06T02:00:00.000,0.348,0,0,0.05949,0,0,0,0,161.75478,0.348,0,0.05949,0.348,0
2022-09-06T03:00:00.000,0.239,0.002,0,0.13693,0.48548284,0,0,0,161.75478,0,0.24648284,0.13693,0.239,0.002
2022-09-06T04:00:00.000,0.465,0.361,0,0.13709,66.292403,0,0,0,161.75478,0,65.827403,0.13709,0.465,0.361
2022-09-06T05:00:00.000,0,3.113,0,0.07468999999999999,569.65229,0,569.65229,0,702.92446,0,0,0.07468999999999999,0,3.113
2022-09-06T06:00:00.000,0,3.301,0,0.16991,416.6707,0,0,374.76795,308.43188,0,791.43865,0.16991,0,3.301
2022-09-06T07:00:00.000,0,5.084,0,0.42501,860.65676,0,0,139.34324,161.75478,0,1000,0.42501,0,5.084
2022-09-06T08:00:00.000,0,8.074,0,0.5250499999999999,1098.4165,0,856.52891,758.11237,177.44423,0,1000,0.5250499999999999,0,8.074
2022-09-06T09:00:00.000,0,10.184,0,0.54826,1863.5846,0,863.58462,0,997.84961,0,1000,0.54826,0,10.184
2022-09-06T10:00:00.000,0,5.826,0,0.46698,1066.108,0,66.108012,0,1060.6522,0,1000,0.46698,0,5.826
2022-09-06T11:00:00.000,0,7.342,0,0.43107,1343.523,0,343.523,0,1386.9991,0,1000,0.43107,0,7.342
2022-09-06T12:00:00.000,0.196,5.861,0,0.30449,1072.6107,0,72.414711,0,1455.7931,0,1000,0.30449,0.196,5.861
2022-09-06T13:00:00.000,0.036,4.755,0,0.25517,870.1422,0,0,0,1455.7931,0,870.1062,0.25517,0.036,4.755
2022-09-06T14:00:00.000,0.087,3.036,0,0.2671,454.66873,0,0,201.87344,1243.2947,0,656.45517,0.2671,0.087,3.036
2022-09-06T15:00:00.000,0.383,0.562,0,0.27492,0,0,0,206.06536,1026.3838,0,205.68236,0.27492,0.383,0.562
2022-09-06T16:00:00.000,0.298,0.017,0,0.35523000000000005,0,0,0,6.5197083,1019.5209,0,6.2217083,0.35523000000000005,0.298,0.017
2022-09-06T17:00:00.000,0.953,0,0,0.41616000000000003,0,0,0,0.953,1018.5178,0,0,0.41616000000000003,0.953,0
2022-09-06T18:00:00.000,1.434,0,0,0.44994,0,0,0,1.434,1017.0083,0,0,0.44994,1.434,0
2022-09-06T19:00:00.000,0.623,0,0,0.5299299999999999,0,0,0,0.623,1016.3525,0,0,0.5299299999999999,0.623,0
2022-09-06T20:00:00.000,0.934,0,0,0.55308,0,0,0,0.934,1015.3694,0,0,0.55308,0.934,0
2022-09-06T21:00:00.000,0.388,0,0,0.5399299999999999,0,0,0,0.388,1014.9609,0,0,0.5399299999999999,0.388,0
2022-09-06T22:00:00.000,0.378,0,0,0.46326,0,0,0,0.378,1014.5631,0,0,0.46326,0.378,0
2022-09-06T23:00:00.000,0.358,0,0,0.33881,0,0,0,0.358,1014.1862,0,0,0.33881,0.358,0
2022-09-07T00:00:00.000,0.353,0,0,0.24500999999999998,0,0,0,0.353,1013.8146,0,0,0.24500999999999998,0.353,0
2022-09-07T01:00:00.000,0.35,0,0,0.41526,0,0,0,0.35,1013.4462,0,0,0.41526,0.35,0
2022-09-07T02:00:00.000,0.348,0,0,0.33258,0,0,0,0.348,1013.0799,0,0,0.33258,0.348,0
2022-09-07T03:00:00.000,0.227,0.008,0,0.21905000000000002,1.5774314,0,0,0,1013.0799,0,1.3504314,0.21905000000000002,0.227,0.008
2022-09-07T04:00:00.000,0.033,1.324,0,0.33711,0,0,0,484.59428,502.98065,0,484.56128,0.33711,0.033,1.324
2022-09-07T05:00:00.000,0,4.579,0,0.32830000000000004,675.83542,0,0,324.16458,161.75478,0,1000,0.32830000000000004,0,4.579
2022-09-07T06:00:00.000,0,7.531,0,0.3242,1067.181,0,689.03578,621.85479,161.75478,0,1000,0.3242,0,7.531
2022-09-07T07:00:00.000,0,9.847,0,0.48468,1142.4817,0,1461.3513,1318.8695,161.75478,0,1000,0.48468,0,9.847
2022-09-07T08:00:00.000,0,11.667,0,0.5199,1201.6559,0,2068.2659,1866.6099,161.75478,0,1000,0.5199,0,11.667
2022-09-07T09:00:00.000,0,11.922,0,0.52477,2087.6164,0,1275.6311,188.01471,1175.6941,0,1000,0.52477,0,11.922
2022-09-07T10:00:00.000,0,11.153,0,0.5012,887.555,0,2194.2516,2306.6966,832.13141,0,1000,0.5012,0,11.153
2022-09-07T11:00:00.000,0.001,7.561,0,0.48086,1383.5986,0,383.59763,0,1196.5492,0,1000,0.48086,0.001,7.561
2022-09-07T12:00:00.000,0,6.956,0,0.45813,1272.8883,0,272.88832,0,1455.7931,0,1000,0.45813,0,6.956
2022-09-07T13:00:00.000,0,4.08,0,0.42363,493.20999,0,0,506.79001,922.32988,0,1000,0.42363,0,4.08
2022-09-07T14:00:00.000,0.024,0.477,0,0.4178,0,0,0,174.59781,738.54271,0,174.57381,0.4178,0.024,0.477
2022-09-07T15:00:00.000,0.259,0.591,0,0.42282,0,0,0,216.55486,510.59023,0,216.29586,0.42282,0.259,0.591
2022-09-07T16:00:00.000,1.065,0,0,0.42502,0,0,0,1.065,509.46917,0,0,0.42502,1.065,0
2022-09-07T17:00:00.000,1.664,0,0,0.43463999999999997,0,0,0,1.664,507.7176,0,0,0.43463999999999997,1.664,0
2022-09-07T18:00:00.000,1.766,0,0,0.50847,0,0,0,1.766,505.85865,0,0,0.50847,1.766,0
2022-09-07T19:00:00.000,0.791,0,0,0.52837,0,0,0,0.791,505.02602,0,0,0.52837,0.791,0
2022-09-07T20:00:00.000,0.67,0,0,0.55001,0,0,0,0.67,504.32075,0,0,0.55001,0.67,0
2022-09-07T21:00:00.000,0.958,0,0,0.5018,0,0,0,0.958,503.31233,0,0,0.5018,0.958,0
2022-09-07T22:00:00.000,0.359,0,0,0.40005,0,0,0,0.359,502.93444,0,0,0.40005,0.359,0
2022-09-07T23:00:00.000,0.363,0,0,0.48701,0,0,0,0.363,502.55233,0,0,0.48701,0.363,0
2022-09-08T00:00:00.000,0.356,0,0,0.43981,0,0,0,0.356,502.1776,0,0,0.43981,0.356,0
2022-09-08T01:00:00.000,0.362,0,0,0.09284999999999999,0,0,0,0.362,501.79654,0,0,0.09284999999999999,0.362,0
2022-09-08T02:00:00.000,0.356,0,0,0.12603,0,0,0,0.356,501.42181,0,0,0.12603,0.356,0
2022-09-08T03:00:00.000,0.231,0.006,0,0.12006,1.2134485,0,0,0,501.42181,0,0.98244852,0.12006,0.231,0.006
2022-09-08T04:00:00.000,0.012,1.782,0,0.12321,323.36033,0,0,5.4727676,495.661,0,328.82109,0.12321,0.012,1.782
2022-09-08T05:00:00.000,0,4.598,0,0.19056,682.7891,0,0,317.2109,161.75478,0,1000,0.19056,0,4.598
2022-09-08T06:00:00.000,0,7.992,0,0.40413,1082.1696,0,842.76524,760.59563,161.75478,0,1000,0.40413,0,7.992
2022-09-08T07:00:00.000,0,10.441,0,0.50201,1161.7946,0,1659.4322,1497.6376,161.75478,0,1000,0.50201,0,10.441
2022-09-08T08:00:00.000,0,11.77,0,0.52,1205.0048,0,2102.6132,1897.6084,161.75478,0,1000,0.52,0,11.77
2022-09-08T09:00:00.000,0.032,6.449,0,0.52406,1180.1277,0,180.09567,0,332.84567,0,1000,0.52406,0.032,6.449
2022-09-08T10:00:00.000,0,9.066,0,0.51057,1474.2283,0,843.77208,369.54374,745.43573,0,1000,0.51057,0,9.066
2022-09-08T11:00:00.000,0.013,9.551,0,0.48554,1747.7576,0,747.74455,0,1455.7931,0,1000,0.48554,0.013,9.551
2022-09-08T12:00:00.000,0,3.809,0,0.30007999999999996,394.02864,0,0,605.97136,817.92846,0,1000,0.30007999999999996,0,3.809
2022-09-08T13:00:00.000,0,5.805,0,0.2873,1062.2652,0,62.265192,0,877.08039,0,1000,0.2873,0,5.805
2022-09-08T14:00:00.000,0.277,2.918,0,0.26694,197.3953,0,0,673.42433,168.21268,0,870.54263,0.26694,0.277,2.918
2022-09-08T15:00:00.000,0.011,0.688,0,0.21903999999999998,125.9036,0,0,0,168.21268,0,125.8926,0.21903999999999998,0.011,0.688
2022-09-08T16:00:00.000,0.278,0.004,0,0.24834,0.87096568,0,0,0,168.21268,0,0.59296568,0.24834,0.278,0.004
2022-09-08T17:00:00.000,1.536,0,0,0.28933,0,0,0,1.536,166.59584,0,0,0.28933,1.536,0
2022-09-08T18:00:00.000,0.832,0,0,0.43933999999999995,0,0,0,0.832,165.72005,0,0,0.43933999999999995,0.832,0
2022-09-08T19:00:00.000,1.316,0,0,0.50491,0,0,0,1.316,164.33478,0,0,0.50491,1.316,0
2022-09-08T20:00:00.000,0.524,0,0,0.47997,0,0,0,0.524,163.78321,0,0,0.47997,0.524,0
2022-09-08T21:00:00.000,0.383,0,0,0.5116700000000001,0,0,0,0.383,163.38005,0,0,0.5116700000000001,0.383,0
2022-09-08T22:00:00.000,0.361,0,0,0.36001,0,0,0,0.361,163.00005,0,0,0.36001,0.361,0
2022-09-08T23:00:00.000,0.366,0,0,0.16391,0,0,0,0.366,162.61478,0,0,0.16391,0.366,0
2022-09-09T00:00:00.000,0.732,0,0,0.08581,0,0,0,0,162.61478,0.732,0,0.08581,0.732,0
2022-09-09T01:00:00.000,0.466,0,0,0.30001,0,0,0,0.466,162.12426,0,0,0.30001,0.466,0
2022-09-09T02:00:00.000,0.351,0,0,0.2382,0,0,0,0.351,161.75478,0,0,0.2382,0.351,0
2022-09-09T03:00:00.000,0.228,0.008,0,0.11205,1.5779314,0,1.9670458e-14,0,161.75478,0,1.3499314,0.11205,0.228,0.008
2022-09-09T04:00:00.000,0.054,1.941,0,0.10568999999999999,355.21335,0,0,0,161.75478,0,355.15935,0.10568999999999999,0.054,1.941
2022-09-09T05:00:00.000,0,4.766,0,0.22687000000000002,872.13711,0,0,2.1440692e-14,161.75478,0,872.13711,0.22687000000000002,0,4.766
2022-09-09T06:00:00.000,0.022,5.895,0,0.2787,1014.0093,0,143.45953,129.47223,161.75478,0,1000,0.2787,0.022,5.895
2022-09-09T07:00:00.000,0,9.869,0,0.30389,1143.197,0,1468.6876,1325.4906,161.75478,0,1000,0.30389,0,9.869
2022-09-09T08:00:00.000,0,10.302,0,0.37941,1875.9557,0,894.39955,18.443896,992.01973,0,1000,0.37941,0,10.302
2022-09-09T09:00:00.000,0,5.543,0,0.3921,1014.3214,0,14.32144,0,1005.6251,0,1000,0.3921,0,5.543
2022-09-09T10:00:00.000,0,6.63,0,0.36697,1213.2331,0,213.23311,0,1208.1966,0,1000,0.36697,0,6.63
2022-09-09T11:00:00.000,0,6.889,0,0.3446,1260.6279,0,260.62789,0,1455.7931,0,1000,0.3446,0,6.889
2022-09-09T12:00:00.000,0.021,3.52,0,0.32195,288.2596,0,0,711.7614,706.57052,0,1000,0.32195,0.021,3.52
2022-09-09T13:00:00.000,0,4.587,0,0.29652,678.76329,0,0,321.23671,368.42661,0,1000,0.29652,0,4.587
2022-09-09T14:00:00.000,0,2.913,0,0.27906,437.78639,0,0,190.53524,167.86321,0,628.32163,0.27906,0,2.913
2022-09-09T15:00:00.000,0.057,0.578,0,0.25027,105.79754,0,0,0,167.86321,0,105.74054,0.25027,0.057,0.578
2022-09-09T16:00:00.000,0.216,0.024,0,0.25829,4.4997941,0,0,0,167.86321,0,4.2837941,0.25829,0.216,0.024
2022-09-09T17:00:00.000,1.256,0,0,0.26277999999999996,0,0,0,1.256,166.5411,0,0,0.26277999999999996,1.256,0
2022-09-09T18:00:00.000,0.815,0,0,0.31545999999999996,0,0,0,0.815,165.68321,0,0,0.31545999999999996,0.815,0
2022-09-09T19:00:00.000,0.759,0,0,0.44945,0,0,0,0.759,164.88426,0,0,0.44945,0.759,0
2022-09-09T20:00:00.000,0.668,0,0,0.46298,0,0,0,0.668,164.1811,0,0,0.46298,0.668,0
2022-09-09T21:00:00.000,1.165,0,0,0.42926,0,0,0,1.165,162.95478,0,0,0.42926,1.165,0
2022-09-09T22:00:00.000,0.419,0,0,0.30001,0,0,0,0.419,162.51373,0,0,0.30001,0.419,0
