,D,G_pv,G_w,P_spot,P_pv_use,P_w_use,P_ch,P_dis,E,P_grid_imp,P_grid_exp,price,load,gen_ren
2023-09-11T12:00:00.000,0.047,5.126,0,0.20005,876.02804,0,0,124.01896,1325.2468,0,1000,0.20005,0.047,5.126
2023-09-11T13:00:00.000,0.286,3.139,0,0.20004,148.82013,0,0,851.46587,428.96692,0,1000,0.20004,0.286,3.139
2023-09-11T14:00:00.000,0.193,2.049,0,0.1505,252.72866,0,0,244.63451,171.45691,0,497.17017,0.1505,0.193,2.049
2023-09-11T15:00:00.000,0.012,0.278,0,0.10229,50.877615,0,0,0,171.45691,0,50.865615,0.10229,0.012,0.278
2023-09-11T16:00:00.000,0.576,0.001,0,0.09253,0.36598284,0,0,0.21001716,171.23584,0,0,0.09253,0.576,0.001
2023-09-11T17:00:00.000,1.879,0,0,0.20001,0,0,0,1.879,169.25794,0,0,0.20001,1.879,0
2023-09-11T18:00:00.000,2.352,0,0,0.13538,0,0,0,2.352,166.78215,0,0,0.13538,2.352,0
2023-09-11T19:00:00.000,1.434,0,0,0.26295999999999997,0,0,0,1.434,165.27268,0,0,0.26295999999999997,1.434,0
2023-09-11T20:00:00.000,0.445,0,0,0.46882,0,0,0,0.445,164.80426,0,0,0.46882,0.445,0
2023-09-11T21:00:00.000,0.354,0,0,0.32509,0,0,0,0.354,164.43163,0,0,0.32509,0.354,0
2023-09-11T22:00:00.000,0.38,0,0,0.20003,0,0,0,0.38,164.03163,0,0,0.20003,0.38,0
2023-09-11T23:00:00.000,0.366,0,0,0.14724,0,0,0,0.366,163.64636,0,0,0.14724,0.366,0
2023-09-12T00:00:00.000,0.347,0,0,0.11993999999999999,0,0,0,0.347,163.2811,0,0,0.11993999999999999,0.347,0
2023-09-12T01:00:00.000,0.733,0,0,0.10623,0,0,0,0.733,162.50952,0,0,0.10623,0.733,0
2023-09-12T02:00:00.000,0.717,0,0,0.10506,0,0,0,0.717,161.75478,0,0,0.10506,0.717,0
2023-09-12T03:00:00.000,0.328,0.003,0,0.10524,0.71297426,0,0,0,161.75478,0,0.38497426,0.10524,0.328,0.003
2023-09-12T04:00:00.000,0.054,0.762,0,0.10507,139.46646,0,0,0,161.75478,0,139.41246,0.10507,0.054,0.762
2023-09-12T05:00:00.000,0,3.367,0,0.12943000000000002,616.13211,0,0,0,161.75478,0,616.13211,0.12943000000000002,0,3.367
2023-09-12T06:00:00.000,0,6.243,0,0.11555,1025.3039,0,259.52699,234.22311,161.75478,0,1000,0.11555,0,6.243
2023-09-12T07:00:00.000,0.009,6.588,0,0.15197,1036.5292,0,374.56578,338.04562,161.75478,0,1000,0.15197,0.009,6.588
2023-09-12T08:00:00.000,0.002,8.532,0,0.21530000000000002,1465.8387,0,656.72689,190.8902,584.70828,0,1000,0.21530000000000002,0.002,8.532
2023-09-12T09:00:00.000,0,8.056,0,0.14639,1474.1789,0,474.17888,0,1035.1782,0,1000,0.14639,0,8.056
2023-09-12T10:00:00.000,0,7.004,0,0.12322,1281.6719,0,281.6719,0,1302.7665,0,1000,0.12322,0,7.004
2023-09-12T11:00:00.000,0,6.345,0,0.10844,1161.0806,0,161.08056,0,1455.7931,0,1000,0.10844,0,6.345
2023-09-12T12:00:00.000,0.048,5.229,0,0.2,913.72427,0,0,86.323732,1364.926,0,1000,0.2,0.048,5.229
2023-09-12T13:00:00.000,0.214,3.241,0,0.09652,593.18219,0,0,0,1364.926,0,592.96819,0.09652,0.214,3.241
2023-09-12T14:00:00.000,0.063,2.566,0,0.09386,469.58748,0,0,0,1364.926,0,469.52448,0.09386,0.063,2.566
2023-09-12T15:00:00.000,0.035,0.31,0,0.2,0,0,0,113.48968,1245.4631,0,113.45468,0.2,0.035,0.31
2023-09-12T16:00:00.000,0.372,0.004,0,0.20007,0,0,0,1.8359314,1243.5306,0,1.4639314,0.20007,0.372,0.004
2023-09-12T17:00:00.000,0.808,0,0,0.20009,0,0,0,0.808,1242.6801,0,0,0.20009,0.808,0
2023-09-12T18:00:00.000,1.527,0,0,0.20003,0,0,0,1.527,1241.0727,0,0,0.20003,1.527,0
2023-09-12T19:00:00.000,1.617,0,0,0.18700999999999998,0,0,0,1.617,1239.3706,0,0,0.18700999999999998,1.617,0
2023-09-12T20:00:00.000,1.244,0,0,0.27696,0,0,0,1.244,1238.0611,0,0,0.27696,1.244,0
2023-09-12T21:00:00.000,0.654,0,0,0.1844,0,0,0,0.654,1237.3727,0,0,0.1844,0.654,0
2023-09-12T22:00:00.000,0.358,0,0,0.13662,0,0,0,0.358,1236.9959,0,0,0.13662,0.358,0
2023-09-12T23:00:00.000,0.378,0,0,0.11555,0,0,0,0.378,1236.598,0,0,0.11555,0.378,0
2023-09-13T00:00:00.000,0.358,0,0,0.09376999999999999,0,0,0,0.358,1236.2211,0,0,0.09376999999999999,0.358,0
2023-09-13T01:00:00.000,0.363,0,0,0.10645,0,0,0,0.363,1235.839,0,0,0.10645,0.363,0
2023-09-13T02:00:00.000,0.357,0,0,0.0999,0,0,0,0.357,1235.4632,0,0,0.0999,0.357,0
2023-09-13T03:00:00.000,0.334,0,0,0.10048,0,0,0,0.334,1235.1116,0,0,0.10048,0.334,0
2023-09-13T04:00:00.000,0.058,0.419,0,0.10098,48.077222,0,0,57.250365,1174.8481,0,105.26959,0.10098,0.058,0.419
2023-09-13T05:00:00.000,0,2.835,0,0.16741999999999999,37.56135,0,0,962.43865,161.75478,0,1000,0.16741999999999999,0,2.835
2023-09-13T06:00:00.000,0,5.569,0,0.10582,1003.3899,0,34.768505,31.378575,161.75478,0,1000,0.10582,0,5.569
2023-09-13T07:00:00.000,0,8.097,0,0.13735,1481.6815,0,481.68153,0,619.35223,0,1000,0.13735,0,8.097
2023-09-13T08:00:00.000,0,8.974,0,0.14997,717.99963,0,1566.3304,1848.3307,161.75478,0,1000,0.14997,0,8.974
2023-09-13T09:00:00.000,0,9.696,0,0.2,1316.3766,0,1232.193,915.81639,368.32088,0,1000,0.2,0,9.696
2023-09-13T10:00:00.000,0,9.004,0,0.17015,1647.6547,0,647.65474,0,983.59289,0,1000,0.17015,0,9.004
2023-09-13T11:00:00.000,0,8.181,0,0.20006000000000002,1497.0528,0,497.05281,0,1455.7931,0,1000,0.20006000000000002,0,8.181
2023-09-13T12:00:00.000,0,5.433,0,0.20001,988.38477,0,0,11.615232,1443.5665,0,1000,0.20001,0,5.433
2023-09-13T13:00:00.000,0,3.236,0,0.15,532.70519,0,0,118.91009,1318.398,0,651.61528,0.15,0,3.236
2023-09-13T14:00:00.000,0,2.243,0,0.11999,410.44975,0,0,0,1318.398,0,410.44975,0.11999,0,2.243
2023-09-13T15:00:00.000,0.741,0.182,0,0.09223,33.674938,0,0,0,1318.398,0,32.933938,0.09223,0.741,0.182
2023-09-13T16:00:00.000,0.403,0,0,0.10078,0,0,0,0.403,1317.9738,0,0,0.10078,0.403,0
2023-09-13T17:00:00.000,0.996,0,0,0.18001,0,0,0,0.996,1316.9254,0,0,0.18001,0.996,0
2023-09-13T18:00:00.000,1.661,0,0,0.141,0,0,0,1.661,1315.1769,0,0,0.141,1.661,0
2023-09-13T19:00:00.000,0.598,0,0,0.1524,0,0,0,0.598,1314.5475,0,0,0.1524,0.598,0
2023-09-13T20:00:00.000,1.02,0,0,0.16044999999999998,0,0,0,1.02,1313.4738,0,0,0.16044999999999998,1.02,0
2023-09-13T21:00:00.000,0.562,0,0,0.142,0,0,0,0.562,1312.8822,0,0,0.142,0.562,0
2023-09-13T22:00:00.000,0.365,0,0,0.12279000000000001,0,0,0,0.365,1312.498,0,0,0.12279000000000001,0.365,0
2023-09-13T23:00:00.000,0.369,0,0,0.10640999999999999,0,0,0,0.369,1312.1096,0,0,0.10640999999999999,0.369,0
2023-09-14T00:00:00.000,0.361,0,0,0.09806999999999999,0,0,0,0.361,1311.7296,0,0,0.09806999999999999,0.361,0
2023-09-14T01:00:00.000,0.359,0,0,0.0963,0,0,0,0.359,1311.3517,0,0,0.0963,0.359,0
2023-09-14T02:00:00.000,0.358,0,0,0.0948,0,0,0,0.358,1310.9748,0,0,0.0948,0.358,0
2023-09-14T03:00:00.000,0.351,0,0,0.09806000000000001,0,0,0,0.351,1310.6054,0,0,0.09806000000000001,0.351,0
2023-09-14T04:00:00.000,0.319,0,0,0.09934,0,0,0,0.319,1310.2696,0,0,0.09934,0.319,0
2023-09-14T05:00:00.000,0.036,0.51,0,0.09758,93.343624,0,0,0,1310.2696,0,93.307624,0.09758,0.036,0.51
2023-09-14T06:00:00.000,0.079,0.951,0,0.10399,174.06434,0,0,0,1310.2696,0,173.98534,0.10399,0.079,0.951
2023-09-14T07:00:00.000,0.344,0.708,0,0.13988,129.72993,0,0,0,1310.2696,0,129.38593,0.13988,0.344,0.708
2023-09-14T08:00:00.000,0.1,1.028,0,0.17836000000000002,0,0,0,376.33036,914.13234,0,376.23036,0.17836000000000002,0.1,1.028
2023-09-14T09:00:00.000,0,3.536,0,0.15509,294.11532,0,0,705.88468,171.09584,0,1000,0.15509,0,3.536
2023-09-14T10:00:00.000,0,3.799,0,0.11808,695.1844,0,0,0,171.09584,0,695.1844,0.11808,0,3.799
2023-09-14T11:00:00.000,0,2.264,0,0.09681999999999999,414.29257,0,0,0,171.09584,0,414.29257,0.09681999999999999,0,2.264
2023-09-14T12:00:00.000,0,2.292,0,0.09243000000000001,419.41633,0,0,0,171.09584,0,419.41633,0.09243000000000001,0,2.292
2023-09-14T13:00:00.000,0.682,0.721,0,0.09146,132.27781,0,0,0,171.09584,0,131.59581,0.09146,0.682,0.721
2023-09-14T14:00:00.000,0.344,0.086,0,0.08987,15.909262,0,0,0,171.09584,0,15.565262,0.08987,0.344,0.086
2023-09-14T15:00:00.000,0.196,0.005,0,0.09037,1.0129571,0,0,0,171.09584,0,0.8169571,0.09037,0.196,0.005
2023-09-14T16:00:00.000,0.963,0,0,0.09614,0,0,0,0.963,170.08215,0,0,0.09614,0.963,0
2023-09-14T17:00:00.000,1.11,0,0,0.09829,0,0,0,1.11,168.91373,0,0,0.09829,1.11,0
2023-09-14T18:00:00.000,2.125,0,0,0.14592,0,0,0,2.125,166.67689,0,0,0.14592,2.125,0
2023-09-14T19:00:00.000,0.759,0,0,0.17301,0,0,0,0.759,165.87794,0,0,0.17301,0.759,0
2023-09-14T20:00:00.000,0.639,0,0,0.23028,0,0,0,0.639,165.20531,0,0,0.23028,0.639,0
2023-09-14T21:00:00.000,1.136,0,0,0.18580000000000002,0,0,0,1.136,164.00952,0,0,0.18580000000000002,1.136,0
2023-09-14T22:00:00.000,0.351,0,0,0.13488,0,0,0,0.351,163.64005,0,0,0.13488,0.351,0
2023-09-14T23:00:00.000,0.362,0,0,0.11414,0,0,0,0.362,163.25899,0,0,0.11414,0.362,0
2023-09-15T00:00:00.000,0.377,0,0,0.09937,0,0,0,0.377,162.86215,0,0,0.09937,0.377,0
2023-09-15T01:00:00.000,0.36,0,0,0.12502,0,0,0,0.36,162.48321,0,0,0.12502,0.36,0
2023-09-15T02:00:00.000,0.354,0,0,0.12503,0,0,0,0.354,162.11057,0,0,0.12503,0.354,0
2023-09-15T03:00:00.000,0.338,0,0,0.12501,0,0,0,0.338,161.75478,0,0,0.12501,0.338,0
2023-09-15T04:00:00.000,0.037,0.843,0,0.125,154.28027,0,0,-2.4213923e-12,161.75478,0,154.24327,0.125,0.037,0.843
2023-09-15T05:00:00.000,0,3.286,0,0.12501,601.30981,0,0,2.3995442e-12,161.75478,0,601.30981,0.12501,0,3.286
2023-09-15T06:00:00.000,0.002,5.901,0,0.20006000000000002,1014.1862,0,145.47858,131.29441,161.75478,0,1000,0.20006000000000002,0.002,5.901
2023-09-15T07:00:00.000,0,9.542,0,0.24980000000000002,1718.0011,0,774.2072,56.206141,838.08726,0,1000,0.24980000000000002,0,9.542
2023-09-15T08:00:00.000,0,9.018,0,0.25009,1650.2166,0,650.21662,0,1455.7931,0,1000,0.25009,0,9.018
2023-09-15T09:00:00.000,3.494,5.103,0,0.21550999999999998,867.61043,0,0,135.88357,1312.7577,0,1000,0.21550999999999998,3.494,5.103
2023-09-15T10:00:00.000,2.868,0.377,0,0.24978999999999998,0,0,0,140.84353,1164.5014,0,137.97553,0.24978999999999998,2.868,0.377
2023-09-15T11:00:00.000,4.4,0.036,0,0.24999000000000002,0,0,0,17.575382,1146.001,0,13.175382,0.24999000000000002,4.4,0.036
2023-09-15T12:00:00.000,6.222,0,0,0.14379,0,0,0,6.222,1139.4515,0,0,0.14379,6.222,0
2023-09-15T13:00:00.000,8.795,0,0,0.07940000000000001,0,0,0,8.795,1130.1936,0,0,0.07940000000000001,8.795,0
2023-09-15T14:00:00.000,9.322,0,0,0.06529,0,0,0,9.322,1120.381,0,0,0.06529,9.322,0
2023-09-15T15:00:00.000,7.766,0.005,0,0.07135,1.8299142,0,0,5.9360858,1114.1325,0,0,0.07135,7.766,0.005
2023-09-15T16:00:00.000,1.159,0,0,0.08561,0,0,0,1.159,1112.9125,0,0,0.08561,1.159,0
2023-09-15T17:00:00.000,1.655,0,0,0.09340000000000001,0,0,0,1.655,1111.1704,0,0,0.09340000000000001,1.655,0
2023-09-15T18:00:00.000,0.802,0,0,0.17464,0,0,0,0.802,1110.3261,0,0,0.17464,0.802,0
2023-09-15T19:00:00.000,1.932,0,0,0.20004,0,0,0,1.932,1108.2925,0,0,0.20004,1.932,0
2023-09-15T20:00:00.000,0.535,0,0,0.20007,0,0,0,0.535,1107.7293,0,0,0.20007,0.535,0
2023-09-15T21:00:00.000,0.376,0,0,0.16296000000000002,0,0,0,0.376,1107.3335,0,0,0.16296000000000002,0.376,0
2023-09-15T22:00:00.000,0.355,0,0,0.12201999999999999,0,0,0,0.355,1106.9598,0,0,0.12201999999999999,0.355,0
2023-09-15T23:00:00.000,0.364,0,0,0.10254,0,0,0,0.364,1106.5767,0,0,0.10254,0.364,0
2023-09-16T00:00:00.000,1.112,0,0,0.09577,0,0,0,1.112,1105.4061,0,0,0.09577,1.112,0
2023-09-16T01:00:00.000,0.379,0,0,0.21812,0,0,0,0.379,1105.0072,0,0,0.21812,0.379,0
2023-09-16T02:00:00.000,0.348,0,0,0.09401999999999999,0,0,0,0.348,1104.6409,0,0,0.09401999999999999,0.348,0
2023-09-16T03:00:00.000,0.346,0,0,0.09164,0,0,0,0.346,1104.2767,0,0,0.09164,0.346,0
2023-09-16T04:00:00.000,0.053,0.82,0,0.08993000000000001,33.910803,0,0,232.33732,859.71107,0,266.19513,0.08993000000000001,0.053,0.82
2023-09-16T05:00:00.000,0,3.768,0,0.09209999999999999,379.02334,0,0,620.97666,206.05142,0,1000,0.09209999999999999,0,3.768
2023-09-16T06:00:00.000,0.09,5.35,0,0.0916,958.00819,0,0,42.081808,161.75478,0,1000,0.0916,0.09,5.35
2023-09-16T07:00:00.000,0,9.158,0,0.25006,1478.2624,0,873.40849,395.14613,575.54955,0,1000,0.25006,0,9.158
2023-09-16T08:00:00.000,0,10.749,0,0.25007,813.62647,0,2120.3231,2306.6966,161.75478,0,1000,0.25007,0,10.749
2023-09-16T09:00:00.000,0,11.222,0,0.18897999999999998,2053.5297,0,1053.5297,0,1162.608,0,1000,0.18897999999999998,0,11.222
2023-09-16T10:00:00.000,0,10.683,0,0.09079000000000001,857.7201,0,2052.0746,2194.3545,802.23204,0,1000,0.09079000000000001,0,10.683
2023-09-16T11:00:00.000,0.004,8.885,0,0.079,1625.8808,0,625.87676,0,1396.815,0,1000,0.079,0.004,8.885
2023-09-16T12:00:00.000,0,5.804,0,0.07501999999999999,1062.0822,0,62.082201,0,1455.7931,0,1000,0.07501999999999999,0,5.804
2023-09-16T13:00:00.000,0.001,4.095,0,0.06569,749.35036,0,0,0,1455.7931,0,749.34936,0.06569,0.001,4.095
2023-09-16T14:00:00.000,0,2.775,0,0.09,278.89189,0,0,457.8186,973.87874,0,736.71049,0.09,0,2.775
2023-09-16T15:00:00.000,0.081,0.462,0,0.04001,84.582536,0,84.501536,0,1054.1552,0,0,0.04001,0.081,0.462
2023-09-16T16:00:00.000,0.501,0,0,0.09007,0,0,0,0.501,1053.6278,0,0,0.09007,0.501,0
2023-09-16T17:00:00.000,0.948,0,0,0.25005,0,0,0,0.948,1052.6299,0,0,0.25005,0.948,0
2023-09-16T18:00:00.000,1.688,0,0,0.1745,0,0,0,1.688,1050.8531,0,0,0.1745,1.688,0
2023-09-16T19:00:00.000,0.612,0,0,0.2083,0,0,0,0.612,1050.2089,0,0,0.2083,0.612,0
2023-09-16T20:00:00.000,1.134,0,0,0.17847,0,0,0,1.134,1049.0152,0,0,0.17847,1.134,0
2023-09-16T21:00:00.000,0.876,0,0,0.14264,0,0,0,0.876,1048.0931,0,0,0.14264,0.876,0
2023-09-16T22:00:00.000,0.352,0,0,0.11728,0,0,0,0.352,1047.7226,0,0,0.11728,0.352,0
2023-09-16T23:00:00.000,0.348,0,0,0.10503,0,0,0,0.348,1047.3563,0,0,0.10503,0.348,0
2023-09-17T00:00:00.000,0.357,0,0,0.0998,0,0,0,0.357,1046.9805,0,0,0.0998,0.357,0
2023-09-17T01:00:00.000,0.375,0,0,0.10898999999999999,0,0,0,0.375,1046.5857,0,0,0.10898999999999999,0.375,0
2023-09-17T02:00:00.000,0.349,0,0,0.10435,0,0,0,0.349,1046.2184,0,0,0.10435,0.349,0
2023-09-17T03:00:00.000,0.343,0,0,0.10381,0,0,0,0.343,1045.8573,0,0,0.10381,0.343,0
2023-09-17T04:00:00.000,0.063,0.616,0,0.09917000000000001,0,0,0,225.50843,808.48001,0,225.44543,0.09917000000000001,0.063,0.616
2023-09-17T05:00:00.000,0,3.786,0,0.09902,385.61103,0,0,614.38897,161.75478,0,1000,0.09902,0,3.786
2023-09-17T06:00:00.000,0,6.276,0,0.09816,1026.3768,0,270.53148,244.15466,161.75478,0,1000,0.09816,0,6.276
2023-09-17T07:00:00.000,0.005,8.279,0,0.09784999999999999,1091.5055,0,938.46645,846.96597,161.75478,0,1000,0.09784999999999999,0.005,8.279
2023-09-17T08:00:00.000,0,9.359,0,0.10199,1126.6153,0,1298.6181,1172.0029,161.75478,0,1000,0.10199,0,9.359
2023-09-17T09:00:00.000,0,10.321,0,0.09290999999999999,1888.6544,0,888.65444,0,1005.9765,0,1000,0.09290999999999999,0,10.321
2023-09-17T10:00:00.000,0,9.489,0,0.08236,872.91925,0,1599.8919,1726.9727,708.00786,0,1000,0.08236,0,9.489
2023-09-17T11:00:00.000,0,8.693,0,0.099,1590.7444,0,590.74441,0,1269.215,0,1000,0.099,0,8.693
2023-09-17T12:00:00.000,0,6.538,0,0.09908,1196.3979,0,196.3979,0,1455.7931,0,1000,0.09908,0,6.538
2023-09-17T13:00:00.000,0,4.458,0,0.12894999999999998,631.5515,0,0,368.4485,1067.9525,0,1000,0.12894999999999998,0,4.458
2023-09-17T14:00:00.000,0,2.486,0,0.11411,28.477241,0,0,852.87886,170.18531,0,881.3561,0.11411,0,2.486
2023-09-17T15:00:00.000,0.028,0.212,0,0.09909,38.808181,0,0,0,170.18531,0,38.780181,0.09909,0.028,0.212
2023-09-17T16:00:00.000,0.427,0,0,0.07801999999999999,0,0,0,0.427,169.73584,0,0,0.07801999999999999,0.427,0
2023-09-17T17:00:00.000,1.393,0,0,0.07805,0,0,0,1.393,168.26952,0,0,0.07805,1.393,0
2023-09-17T18:00:00.000,2.039,0,0,0.189,0,0,0,2.039,166.12321,0,0,0.189,2.039,0
2023-09-17T19:00:00.000,0.506,0,0,0.13141,0,0,0,0.506,165.59057,0,0,0.13141,0.506,0
2023-09-17T20:00:00.000,0.385,0,0,0.25003,0,0,0,0.385,165.18531,0,0,0.25003,0.385,0
2023-09-17T21:00:00.000,0.352,0,0,0.13643,0,0,0,0.352,164.81478,0,0,0.13643,0.352,0
2023-09-17T22:00:00.000,0.347,0,0,0.11825,0,0,0,0.347,164.44952,0,0,0.11825,0.347,0
2023-09-17T23:00:00.000,1.14,0,0,0.10890999999999999,0,0,0,1.14,163.24952,0,0,0.10890999999999999,1.14,0
2023-09-18T00:00:00.000,0.358,0,0,0.09918,0,0,0,0.358,162.87268,0,0,0.09918,0.358,0
2023-09-18T01:00:00.000,0.345,0,0,0.09359999999999999,0,0,0,0.345,162.50952,0,0,0.09359999999999999,0.345,0
2023-09-18T02:00:00.000,0.364,0,0,0.08806,0,0,0,0.364,162.12636,0,0,0.08806,0.364,0
2023-09-18T03:00:00.000,0.353,0,0,0.08173,0,0,0,0.353,161.75478,0,0,0.08173,0.353,0
2023-09-18T04:00:00.000,0.116,0.19,0,0.08422,34.82637,0,0,0,161.75478,0,34.71037,0.08422,0.116,0.19
2023-09-18T05:00:00.000,0,2.52,0,0.08584,461.13838,0,0,0,161.75478,0,461.13838,0.08584,0,2.52
2023-09-18T06:00:00.000,0,5.517,0,0.17508,1009.5637,0,9.563663,0,170.84026,0,1000,0.17508,0,5.517
2023-09-18T07:00:00.000,0,8.452,0,0.14517,1546.6435,0,546.64348,0,690.15157,0,1000,0.14517,0,8.452
2023-09-18T08:00:00.000,0,9.088,0,0.30007999999999996,1663.026,0,663.02602,0,1320.0263,0,1000,0.30007999999999996,0,9.088
2023-09-18T09:00:00.000,0,4.948,0,0.18002,810.88309,0,0,189.11691,1120.9559,0,1000,0.18002,0,4.948
2023-09-18T10:00:00.000,0,6.885,0,0.13909,1259.8959,0,259.89593,0,1367.857,0,1000,0.13909,0,6.885
2023-09-18T11:00:00.000,0,5.058,0,0.13903000000000001,851.1412,0,0,148.8588,1211.1635,0,1000,0.13903000000000001,0,5.058
2023-09-18T12:00:00.000,0,5.571,0,0.07429999999999999,1019.4452,0,19.4452,0,1229.6365,0,1000,0.07429999999999999,0,5.571
2023-09-18T13:00:00.000,0.05,4.011,0,0.12894999999999998,467.95717,0,0,532.09283,669.53874,0,1000,0.12894999999999998,0.05,4.011
2023-09-18T14:00:00.000,0.078,1.798,0,0.04001,329.05757,0,221.61256,0,880.07067,0,107.36701,0.04001,0.078,1.798
2023-09-18T15:00:00.000,0.675,0.074,0,0.15203,0,0,0,27.75773,850.85201,0,27.08273,0.15203,0.675,0.074
2023-09-18T16:00:00.000,0.435,0,0,0.15206,0,0,0,0.435,850.39412,0,0,0.15206,0.435,0
2023-09-18T17:00:00.000,1.261,0,0,0.13908,0,0,0,1.261,849.06675,0,0,0.13908,1.261,0
2023-09-18T18:00:00.000,1.698,0,0,0.25003,0,0,0,1.698,847.27938,0,0,0.25003,1.698,0
2023-09-18T19:00:00.000,0.897,0,0,0.25007,0,0,0,0.897,846.33517,0,0,0.25007,0.897,0
2023-09-18T20:00:00.000,0.395,0,0,0.25002,0,0,0,0.395,845.91938,0,0,0.25002,0.395,0
2023-09-18T21:00:00.000,0.36,0,0,0.13905,0,0,0,0.36,845.54043,0,0,0.13905,0.36,0
2023-09-18T22:00:00.000,0.351,0,0,0.10831,0,0,0,0.351,845.17096,0,0,0.10831,0.351,0
2023-09-18T23:00:00.000,0.35,0,0,0.09308,0,0,0,0.35,844.80254,0,0,0.09308,0.35,0
2023-09-19T00:00:00.000,0.721,0,0,0.07328,0,0,0,0.721,844.04359,0,0,0.07328,0.721,0
2023-09-19T01:00:00.000,0.747,0,0,0.00067,0,0,0,0,844.04359,0.747,0,0.00067,0.747,0
2023-09-19T02:00:00.000,0.366,0,0,0.00307,0,0,0,0,844.04359,0.366,0,0.00307,0.366,0
2023-09-19T03:00:00.000,0.358,0,0,0.00173,0,0,0,0,844.04359,0.358,0,0.00173,0.358,0
2023-09-19T04:00:00.000,0.104,0.29,0,0.00175,0,0,106.13502,0,944.87186,106.23902,0,0.00175,0.104,0.29
2023-09-19T05:00:00.000,0,2.939,0,0.02776,537.81178,0,537.81178,0,1455.7931,0,0,0.02776,0,2.939
2023-09-19T06:00:00.000,0,4.151,0,0.08827,759.59738,0,0,0,1455.7931,0,759.59738,0.08827,0,4.151
2023-09-19T07:00:00.000,0.002,3.099,0,0.13168000000000002,134.18082,0,0,865.82118,544.40234,0,1000,0.13168000000000002,0.002,3.099
2023-09-19T08:00:00.000,0,5.514,0,0.14014,1009.0147,0,9.0146888,0,552.96629,0,1000,0.14014,0,5.514
2023-09-19T09:00:00.000,0.043,6.781,0,0.1315,1240.8863,0,240.84332,0,781.76745,0,1000,0.1315,0.043,6.781
2023-09-19T10:00:00.000,0,8.7,0,0.10046,1592.0254,0,592.02535,0,1344.1915,0,1000,0.10046,0,8.7
2023-09-19T11:00:00.000,0,4.613,0,0.10231,688.27884,0,0,311.72116,1016.064,0,1000,0.10231,0,4.613
2023-09-19T12:00:00.000,0.064,4.055,0,0.09573999999999999,484.06041,0,0,516.00359,472.90232,0,1000,0.09573999999999999,0.064,4.055
2023-09-19T13:00:00.000,0.057,1.261,0,0.09486,154.22088,0,0,153.11959,311.7238,0,307.28348,0.09486,0.057,1.261
2023-09-19T14:00:00.000,1.098,0.108,0,0.13965,0,0,0,40.624147,268.96154,0,39.526147,0.13965,1.098,0.108
2023-09-19T15:00:00.000,1.095,0,0,0.07379999999999999,0,0,0,1.095,267.80891,0,0,0.07379999999999999,1.095,0
2023-09-19T16:00:00.000,0.785,0,0,0.08515,0,0,0,0.785,266.9826,0,0,0.08515,0.785,0
2023-09-19T17:00:00.000,0.985,0,0,0.10243000000000001,0,0,0,0.985,265.94576,0,0,0.10243000000000001,0.985,0
2023-09-19T18:00:00.000,1.65,0,0,0.14105,0,0,0,1.65,264.20891,0,0,0.14105,1.65,0
2023-09-19T19:00:00.000,0.726,0,0,0.15191,0,0,0,0.726,263.4447,0,0,0.15191,0.726,0
2023-09-19T20:00:00.000,0.46,0,0,0.1701,0,0,0,0.46,262.96049,0,0,0.1701,0.46,0
2023-09-19T21:00:00.000,0.364,0,0,0.16551,0,0,0,0.364,262.57733,0,0,0.16551,0.364,0
2023-09-19T22:00:00.000,0.357,0,0,0.14551,0,0,0,0.357,262.20154,0,0,0.14551,0.357,0
2023-09-19T23:00:00.000,0.373,0,0,0.10393000000000001,0,0,0,0.373,261.80891,0,0,0.10393000000000001,0.373,0
2023-09-20T00:00:00.000,0.721,0,0,0.08515,0,0,0,0.721,261.04997,0,0,0.08515,0.721,0
2023-09-20T01:00:00.000,0.723,0,0,0.09681999999999999,0,0,0,0.723,260.28891,0,0,0.09681999999999999,0.723,0
2023-09-20T02:00:00.000,0.347,0,0,0.08861,0,0,0,0.347,259.92365,0,0,0.08861,0.347,0
2023-09-20T03:00:00.000,0.376,0,0,0.08108,0,0,0,0.376,259.52786,0,0,0.08108,0.376,0
2023-09-20T04:00:00.000,0.192,0.253,0,0.08105,46.392829,0,0,0,259.52786,0,46.200829,0.08105,0.192,0.253
2023-09-20T05:00:00.000,0.016,1.217,0,0.08109999999999999,222.70856,0,0,0,259.52786,0,222.69256,0.08109999999999999,0.016,1.217
2023-09-20T06:00:00.000,0.021,5.211,0,0.10076,907.13658,0,0,92.884423,161.75478,0,1000,0.10076,0.021,5.211
2023-09-20T07:00:00.000,0,9.216,0,0.12476999999999999,1121.9659,0,1250.932,1128.9661,161.75478,0,1000,0.12476999999999999,0,9.216
2023-09-20T08:00:00.000,0,10.384,0,0.14757,1159.9414,0,1640.4244,1480.483,161.75478,0,1000,0.14757,0,10.384
2023-09-20T09:00:00.000,0,10.739,0,0.10539,1965.1449,0,965.14486,0,1078.6424,0,1000,0.10539,0,10.739
2023-09-20T10:00:00.000,0,10.163,0,0.08984,1043.2256,0,1676.258,1633.0324,952.10604,0,1000,0.08984,0,10.163
2023-09-20T11:00:00.000,0,7.959,0,0.09115999999999999,1456.4287,0,456.42871,0,1385.7133,0,1000,0.09115999999999999,0,7.959
2023-09-20T12:00:00.000,0.051,5.868,0,0.085,1073.8192,0,73.768151,0,1455.7931,0,1000,0.085,0.051,5.868
