PL_T,TINKLAS,OBJ_PAVADINIMAS,OBJ_GV_TIPAS,OBJ_NUMERIS,P+,P-
2020-06-01 00:00:00,Utenos regiono tinklas,Namas,G,396180,0.1895,0.0
2020-06-01 01:00:00,Utenos regiono tinklas,Namas,G,396180,0.1913,0.0
2020-06-01 02:00:00,Utenos regiono tinklas,Namas,G,396180,0.1822,0.0
2020-06-01 03:00:00,Utenos regiono tinklas,Namas,G,396180,0.1828,0.0
2020-06-01 04:00:00,Utenos regiono tinklas,Namas,G,396180,0.1756,0.0
2020-06-01 05:00:00,Utenos regiono tinklas,Namas,G,396180,0.1307,0.0
2020-06-01 06:00:00,Utenos regiono tinklas,Namas,G,396180,0.0139,0.2064
2020-06-01 07:00:00,Utenos regiono tinklas,Namas,G,396180,0.0066,1.0931
2020-06-01 08:00:00,Utenos regiono tinklas,Namas,G,396180,0.0396,2.0795
2020-06-01 09:00:00,Utenos regiono tinklas,Namas,G,396180,0.2104,2.7582
2020-06-01 10:00:00,Utenos regiono tinklas,Namas,G,396180,0.0052,3.5016
2020-06-01 11:00:00,Utenos regiono tinklas,Namas,G,396180,0.4247,3.3834
2020-06-01 12:00:00,Utenos regiono tinklas,Namas,G,396180,0.35,3.4142
2020-06-01 13:00:00,Utenos regiono tinklas,Namas,G,396180,0.0135,3.1614
2020-06-01 14:00:00,Utenos regiono tinklas,Namas,G,396180,0.0,3.5636
2020-06-01 15:00:00,Utenos regiono tinklas,Namas,G,396180,1.2507,1.7648
2020-06-01 16:00:00,Utenos regiono tinklas,Namas,G,396180,0.9509,1.6828
2020-06-01 17:00:00,Utenos regiono tinklas,Namas,G,396180,0.2173,1.6306
2020-06-01 18:00:00,Utenos regiono tinklas,Namas,G,396180,0.6332,0.593
2020-06-01 19:00:00,Utenos regiono tinklas,Namas,G,396180,0.0254,0.1906
2020-06-01 20:00:00,Utenos regiono tinklas,Namas,G,396180,0.1436,0.0411
2020-06-01 21:00:00,Utenos regiono tinklas,Namas,G,396180,0.2505,0.0
